paper_id,query_seed,title,year,venue,author0,doi,url,score,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions
961,robot world model,Kinematic localization for world model calibration in off-line robot programming using Clifford algebra,2002,Proceedings. 1991 IEEE International Conference on Robotics and Automation,B. Ravani,10.1109/robot.1991.131644,https://doi.org/10.1109/robot.1991.131644,4,,,,,,,
962,robot representation learning,Lifelong robot learning,2002,Robotics and Autonomous Systems,Sebastian Thrun,10.1016/0921-8890(95)00004-y,https://doi.org/10.1016/0921-8890(95)00004-y,4,,,,,,,
963,robot foundation model manipulation,Manipulation task primitives for composing robot skills,2002,Proceedings of International Conference on Robotics and Automation,J.D. Morrow,10.1109/robot.1997.606800,https://doi.org/10.1109/robot.1997.606800,4,,,,,,,
964,robot dynamics learning,Memory-based robot learning,2002,Proceedings of the 1994 IEEE International Conference on Robotics and Automation,S. Schaal,10.1109/robot.1994.350894,https://doi.org/10.1109/robot.1994.350894,4,,,,,,,
965,robot world model,Minimal qualitative topologic world models for mobile robot,2002,Proceedings 1995 Second New Zealand International Two-Stream Conference on Artificial Neural Networks and Expert Systems,U.R. Zimmer,10.1109/annes.1995.499503,https://doi.org/10.1109/annes.1995.499503,4,,,,,,,
966,robot state estimation learning,Mobile robot guidance control with nonlinear observer based state estimation,2002,Proceedings of 1993 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS '93),N. Matsumoto,10.1109/iros.1993.583942,https://doi.org/10.1109/iros.1993.583942,4,,,,,,,
967,robot world model,Model based robot vision,2002,1993 IEEE Instrumentation and Measurement Technology Conference,F.C.A. Groen,10.1109/imtc.1993.382575,https://doi.org/10.1109/imtc.1993.382575,4,,,,,,,
968,robot world model,Model-directed mobile robot navigation,2002,"IEEE Transactions on Systems, Man, and Cybernetics",C. Fennema,10.1109/21.61206,https://doi.org/10.1109/21.61206,4,,,,,,,
969,robot foundation model manipulation,Nonprehensile palmar manipulation with a mobile robot,2002,Proceedings 2001 IEEE/RSJ International Conference on Intelligent Robots and Systems. Expanding the Societal Role of Robotics in the the Next Millennium (Cat. No.01CH37180),W.H. Huang,10.1109/iros.2001.973345,https://doi.org/10.1109/iros.2001.973345,4,,,,,,,
970,robot dynamics learning,On the dynamics of robot exploration learning,2002,Cognitive Systems Research,Jun Tani,10.1016/s1389-0417(02)00052-9,https://doi.org/10.1016/s1389-0417(02)00052-9,4,,,,,,,
971,robot foundation model manipulation,Optimal initialization of manipulation dynamics by vorticity model of robot hand preshaping. Part I: Vorticity model,2002,Journal of Robotic Systems,Aydan M. Erkmen,10.1002/(sici)1097-4563(200004)17:4<199::aid-rob3>3.0.co;2-b,https://doi.org/10.1002/(sici)1097-4563(200004)17:4<199::aid-rob3>3.0.co;2-b,4,,,,,,,
972,robot dynamics learning,Passivity-based control [robot dynamics],2002,Proceedings 2000 ICRA. Millennium Conference. IEEE International Conference on Robotics and Automation. Symposia Proceedings (Cat. No.00CH37065),S. Arimoto,10.1109/robot.2000.844063,https://doi.org/10.1109/robot.2000.844063,4,,,,,,,
973,robot dynamics learning,Real-time robot learning,2002,Proceedings 2001 ICRA. IEEE International Conference on Robotics and Automation (Cat. No.01CH37164),B. Bhanu,10.1109/robot.2001.932598,https://doi.org/10.1109/robot.2001.932598,4,,,,,,,
974,robot world model,Redundant robot control utilizing an imaginary robot model,2002,"Conference Proceedings 1991 IEEE International Conference on Systems, Man, and Cybernetics",Y.-L. Gu,10.1109/icsmc.1991.169807,https://doi.org/10.1109/icsmc.1991.169807,4,,,,,,,
975,robot representation learning,Representation of robot motion control skill,2002,"IEEE Transactions on Systems, Man and Cybernetics, Part C (Applications and Reviews)",G.S. Dordevic,10.1109/5326.868444,https://doi.org/10.1109/5326.868444,4,,,,,,,
976,robot representation learning,Robot Awareness in Cooperative Mobile Robot Learning,2002,Autonomous Robots,Claude F. Touzet,10.1023/a:1008945119734,https://doi.org/10.1023/a:1008945119734,4,,,,,,,
977,robot representation learning,Robot action planning using state matrix representation,2002,Proceedings of Canadian Conference on Electrical and Computer Engineering CCECE-94,Noorhosseini,10.1109/ccece.1994.405870,https://doi.org/10.1109/ccece.1994.405870,4,,,,,,,
978,robot world model,Robot navigation in the real world:,2002,Robotics and Autonomous Systems,Ulrich Nehmzow,10.1016/s0921-8890(00)00098-1,https://doi.org/10.1016/s0921-8890(00)00098-1,4,,,,,,,
979,robot tactile perception,Tactile gestures for human/robot interaction,2002,Proceedings 1995 IEEE/RSJ International Conference on Intelligent Robots and Systems. Human Robot Interaction and Cooperative Robots,R.M. Voyles,10.1109/iros.1995.525854,https://doi.org/10.1109/iros.1995.525854,4,,,,,,,
980,robot 3D perception,Tri-aural perception on a mobile robot,2002,[1993] Proceedings IEEE International Conference on Robotics and Automation,H. Peremans,10.1109/robot.1993.291993,https://doi.org/10.1109/robot.1993.291993,4,,,,,,,
981,robot 3D perception,A new neural net approach to robot 3D perception and visuo-motor coordination,2003,[Proceedings 1992] IJCNN International Joint Conference on Neural Networks,S. Lee,10.1109/ijcnn.1992.287126,https://doi.org/10.1109/ijcnn.1992.287126,4,,,,,,,
982,robot tactile perception,A tactile sensory-enhanced assistive robot,2003,Proceedings of IEEE Sensors,N.J. Ferrier,10.1109/icsens.2002.1037368,https://doi.org/10.1109/icsens.2002.1037368,4,,,,,,,
983,robot world model,Avoiding the world model trap: An acting robot does not need to be so smart!,2003,Robotics and Computer-Integrated Manufacturing,Philippe Gaussier,10.1016/0736-5845(95)00004-6,https://doi.org/10.1016/0736-5845(95)00004-6,4,,,,,,,
984,robot world model,Building a 3D world model for mobile robot from sensory data,2003,Proceedings. 1988 IEEE International Conference on Robotics and Automation,M. Asada,10.1109/robot.1988.12177,https://doi.org/10.1109/robot.1988.12177,4,,,,,,,
985,robot foundation model manipulation,Compliance in robot manipulation,2003,Artificial Intelligence,Tomás Lozano-Pérez,10.1016/0004-3702(85)90039-6,https://doi.org/10.1016/0004-3702(85)90039-6,4,,,,,,,
986,robot tactile perception,Cooperating robot with visual and tactile skills,2003,Proceedings 1992 IEEE International Conference on Robotics and Automation,D. Vischer,10.1109/robot.1992.219984,https://doi.org/10.1109/robot.1992.219984,4,,,,,,,
987,robot dynamics learning,Decomposed connectionist architecture for fast and robust learning of robot dynamics,2003,Proceedings 1992 IEEE International Conference on Robotics and Automation,D. Katic,10.1109/robot.1992.219977,https://doi.org/10.1109/robot.1992.219977,4,,,,,,,
988,robot 3D perception,Dynamic robot formations using directional visual perception,2003,IEEE/RSJ International Conference on Intelligent Robots and System,F. Michaud,10.1109/irds.2002.1041684,https://doi.org/10.1109/irds.2002.1041684,4,,,,,,,
989,robot foundation model manipulation,Dynamic robot manipulation using visual tracking,2003,Proceedings 1992 IEEE International Conference on Robotics and Automation,R. Sharma,10.1109/robot.1992.219959,https://doi.org/10.1109/robot.1992.219959,4,,,,,,,
990,robot representation learning,Fuzzy spatial map representation for mobile robot navigation,2003,Proceedings of the 1995 ACM symposium on Applied computing - SAC '95,Eddie Tunstel,10.1145/315891.316108,https://doi.org/10.1145/315891.316108,4,,,,,,,
991,robot world model,Genetic programming for real world robot vision,2003,IEEE/RSJ International Conference on Intelligent Robots and System,M.C. Martin,10.1109/irds.2002.1041364,https://doi.org/10.1109/irds.2002.1041364,4,,,,,,,
992,robot world model,Mobile robot localization using a fuzzy ART world model,2003,IEEE 2002 28th Annual Conference of the Industrial Electronics Society. IECON 02,R. Araujo,10.1109/iecon.2002.1185350,https://doi.org/10.1109/iecon.2002.1185350,4,,,,,,,
993,robot 3D perception,Mobile robot perception using vertical line stereo,2003,Robotics and Autonomous Systems,James L. Crowley,10.1016/0921-8890(91)90037-l,https://doi.org/10.1016/0921-8890(91)90037-l,4,,,,,,,
994,robot 3D perception,Neural net based robot visuo-motor coordination via 3D perception,2003,"[Proceedings] 1992 IEEE International Conference on Systems, Man, and Cybernetics",S. Lee,10.1109/icsmc.1992.271690,https://doi.org/10.1109/icsmc.1992.271690,4,,,,,,,
995,robot representation learning,Robot Learning,2003,Microprocessors and Microsystems,M Moshgbar,10.1016/0141-9331(94)90041-8,https://doi.org/10.1016/0141-9331(94)90041-8,4,,,,,,,
996,robot dynamics learning,Robot dynamics and control,2003,Automatica,Peter C. Müller,10.1016/0005-1098(92)90197-n,https://doi.org/10.1016/0005-1098(92)90197-n,4,,,,,,,
997,robot foundation model manipulation,Robot hand manipulation by evolutionary programming,2003,Proceedings 1999 IEEE International Conference on Robotics and Automation (Cat. No.99CH36288C),T. Fukuda,10.1109/robot.1999.770474,https://doi.org/10.1109/robot.1999.770474,4,,,,,,,
998,robot foundation model manipulation,Robot hands and the mechanics of manipulation,2003,Artificial Intelligence in Engineering,Judy A. Franklin,10.1016/0954-1810(88)90044-1,https://doi.org/10.1016/0954-1810(88)90044-1,4,,,,,,,
999,robot representation learning,Robot learning,2003,Neurocomputing,C. Gielen,10.1016/0925-2312(94)90072-8,https://doi.org/10.1016/0925-2312(94)90072-8,4,,,,,,,
1000,robot 3D perception,Robot perception of environment impedance,2003,Proceedings 2002 IEEE International Conference on Robotics and Automation (Cat. No.02CH37292),R. Kikuuwe,10.1109/robot.2002.1014781,https://doi.org/10.1109/robot.2002.1014781,4,,,,,,,
1001,robot planning learning,Robot planning system,2003,Robotics and Computer-Integrated Manufacturing,G. Spur,10.1016/0736-5845(85)90067-5,https://doi.org/10.1016/0736-5845(85)90067-5,4,,,,,,,
1002,robot world model,A real-time world model for multi-robot teams with high-latency communication,2004,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),M. Roth,10.1109/iros.2003.1249244,https://doi.org/10.1109/iros.2003.1249244,4,,,,,,,
1003,robot planning learning,Connectionist robot motion planning,2004,CVGIP: Image Understanding,,10.1016/1049-9660(91)90086-5,https://doi.org/10.1016/1049-9660(91)90086-5,4,,,,,,,
1004,robot invariance,Robot implementation of duty-cycle invariance in cricket calling song preference,2004,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),D. Brandt,10.1109/iros.2003.1250610,https://doi.org/10.1109/iros.2003.1250610,4,,,,,,,
1005,robot dynamics learning,Robot learning from demonstration,2004,Robotics and Autonomous Systems,Aude Billard,10.1016/j.robot.2004.03.001,https://doi.org/10.1016/j.robot.2004.03.001,4,,,,,,,
1006,robot dynamics learning,Robot learning from demonstration,2004,Robotics and Autonomous Systems,A BILLARD,10.1016/s0921-8890(04)00037-5,https://doi.org/10.1016/s0921-8890(04)00037-5,4,,,,,,,
1007,robot planning learning,Robot motion planning,2004,CVGIP: Image Understanding,,10.1016/1049-9660(91)90042-n,https://doi.org/10.1016/1049-9660(91)90042-n,4,,,,,,,
1008,robot foundation model manipulation,‘KARMA’ — a Knowledge-Based Robot Manipulation system,2004,Robotics,Richard H. Kirschbrown,10.1016/s0167-8493(85)90304-3,https://doi.org/10.1016/s0167-8493(85)90304-3,4,,,,,,,
1009,robot 3D perception,A 3D perception system for the mobile robot hilare,2005,Proceedings. 1986 IEEE International Conference on Robotics and Automation,A. Vincent,10.1109/robot.1986.1087530,https://doi.org/10.1109/robot.1986.1087530,4,,,,,,,
1010,robot 3D perception,EXPLOITING AMODAL CUES FOR ROBOT PERCEPTION,2005,International Journal of Humanoid Robotics,ARTUR M. ARSENIO,10.1142/s0219843605000429,https://doi.org/10.1142/s0219843605000429,4,,,,,,,
1011,robot 3D perception,Human robot interaction from visual perception,2005,2004 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS) (IEEE Cat. No.04CH37566),J. Amat,10.1109/iros.2004.1389691,https://doi.org/10.1109/iros.2004.1389691,4,,,,,,,
1012,robot invariance,Interactive Object Recognition System for a Helper Robot Using Photometric Invariance,2005,IEICE Transactions on Information and Systems,Md. A. HOSSAIN,10.1093/ietisy/e88-d.11.2500,https://doi.org/10.1093/ietisy/e88-d.11.2500,4,,,,,,,
1013,robot foundation model manipulation,Manipulation of a robot by EMG signals using linear multiple regression model,2005,2004 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS) (IEEE Cat. No.04CH37566),N. Tsujiuchi,10.1109/iros.2004.1389690,https://doi.org/10.1109/iros.2004.1389690,4,,,,,,,
1014,robot 3D perception,Neurobotics: A New Neural Net Approach To Robot 3D Perception And Visuo-motor Coordination,2005,Proceedings of the IEEE/RSJ International Conference on Intelligent Robots and Systems,Sukhan Lee,10.1109/iros.1992.587391,https://doi.org/10.1109/iros.1992.587391,4,,,,,,,
1015,robot representation learning,Quaternion position representation in robot kinematic structures,2005,International Conference on Control '94,K. Dobrovodsky,10.1049/cp:19940193,https://doi.org/10.1049/cp:19940193,4,,,,,,,
1016,robot dynamics learning,Robot Dynamics,2005,Advanced Textbooks in Control and Signal Processing,,10.1007/1-85233-999-3_4,https://doi.org/10.1007/1-85233-999-3_4,4,,,,,,,
1017,robot 3D perception,Robot perception of impedance,2005,Journal of Robotic Systems,Ryo Kikuuwe,10.1002/rob.20062,https://doi.org/10.1002/rob.20062,4,,,,,,,
1018,robot state estimation learning,Behavior Fusion Estimation for Robot Learning from Demonstration,2006,IEEE Workshop on Distributed Intelligent Systems: Collective Intelligence and Its Applications (DIS'06),M. Nicolescu,10.1109/dis.2006.15,https://doi.org/10.1109/dis.2006.15,4,,,,,,,
1019,robot representation learning,Mobile robot SLAM for line-based environment representation,2006,Proceedings of the 44th IEEE Conference on Decision and Control,A. Garulli,10.1109/cdc.2005.1582461,https://doi.org/10.1109/cdc.2005.1582461,4,,,,,,,
1020,robot planning learning,Multiple Robot Path Planning for Robot Soccer,2006,Lecture Notes in Computer Science,Çağdaş Yetişenler,10.1007/11803089_2,https://doi.org/10.1007/11803089_2,4,,,,,,,
1021,robot 3D perception,Optical sensing for robot perception and localization,2006,"IEEE Workshop on Advanced Robotics and its Social Impacts, 2005.",Y. Yamamoto,10.1109/arso.2005.1511612,https://doi.org/10.1109/arso.2005.1511612,4,,,,,,,
1022,robot representation learning,Robot Learning in a Social Robot,2006,Lecture Notes in Computer Science,Salvador Dominguez,10.1007/11840541_57,https://doi.org/10.1007/11840541_57,4,,,,,,,
1023,robot world model,A 3D World Model Builder with a Mobile Robot,2007,The International Journal of Robotics Research,Zhengyou Zhang,10.1177/027836499201100401,https://doi.org/10.1177/027836499201100401,4,,,,,,,
1024,robot tactile perception,A Survey of Robot Tactile Sensing Technology,2007,The International Journal of Robotics Research,Howard R. Nicholls,10.1177/027836498900800301,https://doi.org/10.1177/027836498900800301,4,,,,,,,
1025,robot dynamics learning,Advances in Robot Learning,2007,Lecture Notes in Computer Science,,10.1007/3-540-40044-3,https://doi.org/10.1007/3-540-40044-3,4,,,,,,,
1026,robot representation learning,CAD-Based 3D Object Representation for Robot Vision,2007,Computer,Bhanu,10.1109/mc.1987.1663657,https://doi.org/10.1109/mc.1987.1663657,4,,,,,,,
1027,robot 3D perception,Cybernetic View of Robot Cognition and Perception,2007,Cognitive Technologies,Srikanta Patnaik,10.1007/978-3-540-68916-4_1,https://doi.org/10.1007/978-3-540-68916-4_1,4,,,,,,,
1028,robot dynamics learning,Dynamics Research of Robot Manipulator,2007,2006 5th International Power Electronics and Motion Control Conference,Zhibing Shu,10.1109/ipemc.2006.297391,https://doi.org/10.1109/ipemc.2006.297391,4,,,,,,,
1029,robot 3D perception,Environmental Perception of Mobile Robot,2007,2006 IEEE International Conference on Information Acquisition,Lanshen Guo,10.1109/icia.2006.306024,https://doi.org/10.1109/icia.2006.306024,4,,,,,,,
1030,robot foundation model manipulation,Haptic Virtual Fixtures for Robot-Assisted Manipulation,2007,Springer Tracts in Advanced Robotics,Jake J. Abbott,10.1007/978-3-540-48113-3_5,https://doi.org/10.1007/978-3-540-48113-3_5,4,,,,,,,
1031,robot 3D perception,Mobile Robot 3D Perception and Mapping without Odometry Using Multi-Resolution Occupancy Lists,2007,2007 International Conference on Mechatronics and Automation,Julian Ryde,10.1109/icma.2007.4303564,https://doi.org/10.1109/icma.2007.4303564,4,,,,,,,
1032,robot dynamics learning,On the Dynamics of Robot Exploration Learning,2007,Lecture Notes in Computer Science,Jun Tani,10.1007/3-540-48304-7_36,https://doi.org/10.1007/3-540-48304-7_36,4,,,,,,,
1033,robot 3D perception,Perception of Robot Smiles and Dimensions for Human-Robot Interaction Design,2007,ROMAN 2006 - The 15th IEEE International Symposium on Robot and Human Interactive Communication,Mike Blow,10.1109/roman.2006.314372,https://doi.org/10.1109/roman.2006.314372,4,,,,,,,
1034,robot 3D perception,Robot Localization without Depth Perception,2007,Lecture Notes in Computer Science,Erik D. Demaine,10.1007/3-540-45471-3_26,https://doi.org/10.1007/3-540-45471-3_26,4,,,,,,,
1035,robot representation learning,Robot Motion Planning: A Distributed Representation Approach,2007,The International Journal of Robotics Research,Jérôme Barraquand,10.1177/027836499101000604,https://doi.org/10.1177/027836499101000604,4,,,,,,,
1036,robot world model,Robot model validation,2007,Transactions of the Institute of Measurement and Control,P.J. Gawthrop,10.1177/014233129001200406,https://doi.org/10.1177/014233129001200406,4,,,,,,,
1037,robot planning learning,Robot motion planning,2007,Communications on Pure and Applied Mathematics,Micha Sharir,10.1002/cpa.3160480910,https://doi.org/10.1002/cpa.3160480910,4,,,,,,,
1038,robot planning learning,Robot path planning,2007,Proceedings of the 2006 international symposium on Practical cognitive agents and robots - PCAR '06,Ray Jarvis,10.1145/1232425.1232430,https://doi.org/10.1145/1232425.1232430,4,,,,,,,
1039,robot world model,SELF-ADAPTATION OF THE SYMBOLIC WORLD MODEL OF A MOBILE ROBOT: AN EVOLUTION-BASED APPROACH,2007,Applied Computational Intelligence,CIPRIANO GALINDO,10.1142/9789812702661_0081,https://doi.org/10.1142/9789812702661_0081,4,,,,,,,
1040,robot tactile perception,Tactile Man-Robot Interaction for an Industrial Service Robot,2007,Lecture Notes in Computer Science,Steen Kristensen,10.1007/3-540-45993-6_11,https://doi.org/10.1007/3-540-45993-6_11,4,,,,,,,
1041,robot tactile perception,Tactile Sensors for Robot Handling,2007,"Proceedings of the Institution of Mechanical Engineers, Part B: Management and engineering manufacture",F Foroughi,10.1243/pime_proc_1987_201_044_02,https://doi.org/10.1243/pime_proc_1987_201_044_02,4,,,,,,,
1042,robot 3D perception,Exploiting similarities for robot perception,2008,2007 IEEE/RSJ International Conference on Intelligent Robots and Systems,Kai Welke,10.1109/iros.2007.4399215,https://doi.org/10.1109/iros.2007.4399215,4,,,,,,,
1043,robot foundation model manipulation,Inchworm robot grippers for clothes manipulation,2008,Artificial Life and Robotics,Khairul Salleh,10.1007/s10015-007-0456-6,https://doi.org/10.1007/s10015-007-0456-6,4,,,,,,,
1044,robot state estimation learning,Nonlinear state estimation in mobile robot using fuzzy set membership filter,2008,2008 27th Chinese Control Conference,He Qing,10.1109/chicc.2008.4605477,https://doi.org/10.1109/chicc.2008.4605477,4,,,,,,,
1045,robot dynamics learning,Parameter identification of robot dynamics,2008,1985 24th IEEE Conference on Decision and Control,Pradeep Khosla,10.1109/cdc.1985.268838,https://doi.org/10.1109/cdc.1985.268838,4,,,,,,,
1046,robot 3D perception,Perception and robot behavior,2008,CISM International Centre for Mechanical Sciences,Paolo Arena,10.1007/978-3-211-78775-5_14,https://doi.org/10.1007/978-3-211-78775-5_14,4,,,,,,,
1047,robot planning learning,Robot Motion Planning,2008,Computational Geometry,Mark de Berg,10.1007/978-3-540-77974-2_13,https://doi.org/10.1007/978-3-540-77974-2_13,4,,,,,,,
1048,robot dynamics learning,Robot gaze stabilization based on mimesis of oculomotor dynamics and vestibulocerebellar learning,2008,Advanced Robotics,Tomohiro Shibata,10.1163/156855399x00847,https://doi.org/10.1163/156855399x00847,4,,,,,,,
1049,robot foundation model manipulation,Robot hands and the mechanics of manipulation,2008,Proceedings of the IEEE,S. Gruber,10.1109/proc.1987.13861,https://doi.org/10.1109/proc.1987.13861,4,,,,,,,
1050,robot foundation model manipulation,Task maps in humanoid robot manipulation,2008,2008 IEEE/RSJ International Conference on Intelligent Robots and Systems,M. Gienger,10.1109/iros.2008.4651027,https://doi.org/10.1109/iros.2008.4651027,4,,,,,,,
1051,robot tactile perception,A novel tactile sensor for robot applications,2009,Robotica,F. Eghtedari,10.1017/s0263574700006664,https://doi.org/10.1017/s0263574700006664,4,,,,,,,
1052,embodied intelligence invariance,A scheme for an embodied artificial intelligence,2009,2009 4th International Conference on Autonomous Robots and Agents,R. C. Flemmer,10.1109/icara.2000.4804031,https://doi.org/10.1109/icara.2000.4804031,4,,,,,,,
1053,robot 3D perception,Active Visual Perception for Mobile Robot Localization,2009,Journal of Intelligent and Robotic Systems,Javier Correa,10.1007/s10846-009-9348-4,https://doi.org/10.1007/s10846-009-9348-4,4,,,,,,,
1054,robot state estimation learning,Computer Vision Methods for Improved Mobile Robot State Estimation in Challenging Terrains,2009,Journal of Multimedia,Annalisa Milella,10.4304/jmm.1.7.49-61,https://doi.org/10.4304/jmm.1.7.49-61,4,,,,,,,
1055,robot foundation model manipulation,Dexterous Cooperative Manipulation with Redundant Robot Arms,2009,Lecture Notes in Computer Science,David Navarro-Alarcon,10.1007/978-3-642-10268-4_107,https://doi.org/10.1007/978-3-642-10268-4_107,4,,,,,,,
1056,robot dynamics learning,Dynamics Research of Robot Manipulator,2009,2006 CES/IEEE 5th International Power Electronics and Motion Control Conference,Zhibing Shu,10.1109/ipemc.2006.4778313,https://doi.org/10.1109/ipemc.2006.4778313,4,,,,,,,
1057,robot 3D perception,Einstein Robot - UCSD Machine Perception Laboratory,2009,SciVee,,10.4016/12072.01,https://doi.org/10.4016/12072.01,4,,,,,,,
1058,robot 3D perception,Enhancing robot perception with 3D sensors,2009,SPIE Newsroom,Clay Flannigan,10.1117/2.1200910.1840,https://doi.org/10.1117/2.1200910.1840,4,,,,,,,
1059,robot state estimation learning,GPS-INS state estimation for multi-robot systems with computational resource constraints,2009,2009 American Control Conference,Luke M. Wachter,10.1109/acc.2009.5159809,https://doi.org/10.1109/acc.2009.5159809,4,,,,,,,
1060,robot representation learning,Knowledge Representation System for Robot-Based Automated Assembly,2009,"Journal of Dynamic Systems, Measurement, and Control",Anil Jain,10.1115/1.3153076,https://doi.org/10.1115/1.3153076,4,,,,,,,
1061,robot foundation model manipulation,Measuring intent in human-robot cooperative manipulation,2009,2009 IEEE International Workshop on Haptic Audio visual Environments and Games,Davide De Carli,10.1109/have.2009.5356124,https://doi.org/10.1109/have.2009.5356124,4,,,,,,,
1062,robot foundation model manipulation,Pivoting based manipulation by a humanoid robot,2009,Autonomous Robots,Eiichi Yoshida,10.1007/s10514-009-9143-x,https://doi.org/10.1007/s10514-009-9143-x,4,,,,,,,
1063,robot world model,Real-world robot navigation amongst deformable obstacles,2009,2009 IEEE International Conference on Robotics and Automation,Barbara Frank,10.1109/robot.2009.5152275,https://doi.org/10.1109/robot.2009.5152275,4,,,,,,,
1064,robot dynamics learning,Robot learning [TC Spotlight,2009,IEEE Robotics &amp; Automation Magazine,J. Peters,10.1109/mra.2009.933618,https://doi.org/10.1109/mra.2009.933618,4,,,,,,,
1065,robot representation learning,The curious robot - Structuring interactive robot learning,2009,2009 IEEE International Conference on Robotics and Automation,I. Lutkebohle,10.1109/robot.2009.5152521,https://doi.org/10.1109/robot.2009.5152521,4,,,,,,,
1066,robot 3D perception,2D and 3D virtual environment for human robot interaction: From virtual perception to real localization,2010,2009 IEEE International Conference on Robotics and Biomimetics (ROBIO),Ryad Chellali,10.1109/robio.2009.5420590,https://doi.org/10.1109/robio.2009.5420590,4,,,,,,,
1067,robot representation learning,A spherical robot-centered representation for urban navigation,2010,2010 IEEE/RSJ International Conference on Intelligent Robots and Systems,M Meilland,10.1109/iros.2010.5650380,https://doi.org/10.1109/iros.2010.5650380,4,,,,,,,
1068,robot tactile perception,A survey of Tactile Human–Robot Interactions,2010,Robotics and Autonomous Systems,Brenna D. Argall,10.1016/j.robot.2010.07.002,https://doi.org/10.1016/j.robot.2010.07.002,4,,,,,,,
1069,robot foundation model manipulation,Basic of Robot Manipulation,2010,Journal of the Japan Society for Precision Engineering,Yasumichi AIYAMA,10.2493/jjspe.74.1042,https://doi.org/10.2493/jjspe.74.1042,4,,,,,,,
1070,robot state estimation learning,Learning Robot-Environment Interaction Using Echo State Networks,2010,Lecture Notes in Computer Science,Mohamed Oubbati,10.1007/978-3-642-15193-4_47,https://doi.org/10.1007/978-3-642-15193-4_47,4,,,,,,,
1071,robot foundation model manipulation,Load sharing in human-robot cooperative manipulation,2010,19th International Symposium in Robot and Human Interactive Communication,Martin Lawitzky,10.1109/roman.2010.5598627,https://doi.org/10.1109/roman.2010.5598627,4,,,,,,,
1072,robot 3D perception,Perception of affect elicited by robot motion,2010,Proceeding of the 5th ACM/IEEE international conference on Human-robot interaction - HRI '10,Martin Saerbeck,10.1145/1734454.1734473,https://doi.org/10.1145/1734454.1734473,4,,,,,,,
1073,robot 3D perception,Perception of affect elicited by robot motion,2010,2010 5th ACM/IEEE International Conference on Human-Robot Interaction (HRI),Martin Saerbeck,10.1109/hri.2010.5453269,https://doi.org/10.1109/hri.2010.5453269,4,,,,,,,
1074,robot dynamics learning,Robot Dynamics,2010,Automation and Control Engineering,,10.1201/9780203026953.ch3,https://doi.org/10.1201/9780203026953.ch3,4,,,,,,,
1075,robot representation learning,Robot Learning,2010,Encyclopedia of Machine Learning,Jan Peters,10.1007/978-0-387-30164-8_732,https://doi.org/10.1007/978-0-387-30164-8_732,4,,,,,,,
1076,robot foundation model manipulation,Robot Positioning Using Camera-Space Manipulation With a Linear Camera Model,2010,IEEE Transactions on Robotics,Juan Manuel Rendon-Mancha,10.1109/tro.2010.2050518,https://doi.org/10.1109/tro.2010.2050518,4,,,,,,,
1077,robot tactile perception,Robot Sensors (Vol. 2—Tactile),2010,Electronics and Power,A.G. Blay,10.1049/ep.1986.0364,https://doi.org/10.1049/ep.1986.0364,4,,,,,,,
1078,robot tactile perception,Robot Tactile Sensing,2010,Industrial Electronics,R Andrew Russell,10.1201/9781420036336.ch74,https://doi.org/10.1201/9781420036336.ch74,4,,,,,,,
1079,robot dynamics learning,Robot gaze stabilization based on mimesis of oculomotor dynamics and vestibulocerebellar learning,2010,Advanced Robotics,Tomohiro Shibata,10.1163/156855399x01648,https://doi.org/10.1163/156855399x01648,4,,,,,,,
1080,robot foundation model manipulation,Towards small robot aided victim manipulation,2010,"2009 IEEE International Workshop on Safety, Security &amp; Rescue Robotics (SSRR 2009)",Mark Yim,10.1109/ssrr.2009.5424147,https://doi.org/10.1109/ssrr.2009.5424147,4,,,,,,,
1081,robot 3D perception,Visual perception system for a social robot,2010,"2010 IEEE Conference on Robotics, Automation and Mechatronics",J.P. Bandera,10.1109/ramech.2010.5513182,https://doi.org/10.1109/ramech.2010.5513182,4,,,,,,,
1082,robot 3D perception,3D Perception for Mining Robotics,2011,Field and Service Robotics,Peter Corke,10.1007/978-1-4471-1273-0_9,https://doi.org/10.1007/978-1-4471-1273-0_9,4,,,,,,,
1083,robot 3D perception,A New Neural Net Approach to Robot 3D Perception and Visuo-Motor Coordination,2011,Neural Networks in Robotics,Sukhan Lee,10.1007/978-1-4615-3180-7_19,https://doi.org/10.1007/978-1-4615-3180-7_19,4,,,,,,,
1084,robot 3D perception,An expected perception architecture using visual 3D reconstruction for a humanoid robot,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,N. Moutinho,10.1109/iros.2011.6094972,https://doi.org/10.1109/iros.2011.6094972,4,,,,,,,
1085,robot 3D perception,An expected perception architecture using visual 3D reconstruction for a humanoid robot,2011,2011 IEEE/RSJ International Conference on Intelligent Robots and Systems,N. Moutinho,10.1109/iros.2011.6048648,https://doi.org/10.1109/iros.2011.6048648,4,,,,,,,
